term,label,url,product_count,family_count,product_type_count,sample_skus
14 x 10 x 10 shipping box,14 X 10 X 10 Shipping Box,https://packrift.github.io/packaging-vocabulary/terms/14-x-10-x-10-shipping-box/,5,1,1,141010 MD141010 HD141010DW HD141010 141010W
15 x 12 x 10 cardboard box,15 X 12 X 10 Cardboard Box,https://packrift.github.io/packaging-vocabulary/terms/15-x-12-x-10-cardboard-box/,5,1,1,151210 151210W HD151210DW HD151210 MD151210
15 x 12 x 10 shipping box,15 X 12 X 10 Shipping Box,https://packrift.github.io/packaging-vocabulary/terms/15-x-12-x-10-shipping-box/,5,1,1,151210 151210W HD151210DW HD151210 MD151210
16 x 12 x 12 cardboard box,16 X 12 X 12 Cardboard Box,https://packrift.github.io/packaging-vocabulary/terms/16-x-12-x-12-cardboard-box/,5,1,1,HD161212 161212 HD161212DW MD161212 161212W
16 x 12 x 12 corrugated box,16 X 12 X 12 Corrugated Box,https://packrift.github.io/packaging-vocabulary/terms/16-x-12-x-12-corrugated-box/,5,1,1,HD161212 161212 HD161212DW MD161212 161212W
16 x 12 x 12 shipping box,16 X 12 X 12 Shipping Box,https://packrift.github.io/packaging-vocabulary/terms/16-x-12-x-12-shipping-box/,5,1,1,HD161212 161212 HD161212DW MD161212 161212W
16 x 12 x 4,16 X 12 X 4,https://packrift.github.io/packaging-vocabulary/terms/16-x-12-x-4/,5,2,3,16124 TYE12164WS MFL16124K MFL16124 ML16124K
16 x 12 x 6,16 X 12 X 6,https://packrift.github.io/packaging-vocabulary/terms/16-x-12-x-6/,5,2,2,16126 MD16126 MFL16126 HD16126DW MFL16126K
17 1/4 x 11 1/4 x 6,17 1/4 X 11 1/4 X 6,https://packrift.github.io/packaging-vocabulary/terms/17-1-4-x-11-1-4-x-6/,5,2,2,17116 17116W HD17116 MD17116 ML17116
18 x 12 x 12 box,18 X 12 X 12 Box,https://packrift.github.io/packaging-vocabulary/terms/18-x-12-x-12-box/,5,1,1,MD181212 181212W HD1812 181212 HD181212DWHH
18 x 12 x 12 cardboard box,18 X 12 X 12 Cardboard Box,https://packrift.github.io/packaging-vocabulary/terms/18-x-12-x-12-cardboard-box/,5,1,1,MD181212 181212W HD1812 181212 HD181212DWHH
18 x 12 x 12 corrugated box,18 X 12 X 12 Corrugated Box,https://packrift.github.io/packaging-vocabulary/terms/18-x-12-x-12-corrugated-box/,5,1,1,MD181212 181212W HD1812 181212 HD181212DWHH
18 x 12 x 12 shipping box,18 X 12 X 12 Shipping Box,https://packrift.github.io/packaging-vocabulary/terms/18-x-12-x-12-shipping-box/,5,1,1,MD181212 181212W HD1812 181212 HD181212DWHH
19 x 14 1/2,19 X 14 1/2,https://packrift.github.io/packaging-vocabulary/terms/19-x-14-1-2/,5,1,1,CPM1419BK CPM1419Y CPM1419R CPM1419BL CV1419
2 5/8 x 1 labels,2 5/8 X 1 Labels,https://packrift.github.io/packaging-vocabulary/terms/2-5-8-x-1-labels/,5,1,1,LL173OR LL173YE LL173BE LL251WR LL210SR
2 mailers,2 Mailers,https://packrift.github.io/packaging-vocabulary/terms/2-mailers/,5,2,1,B855SS B805SS B855WSS B805WSS25PK B855SSTT25PK
2 mil black pallet cover,2 Mil Black Pallet Cover,https://packrift.github.io/packaging-vocabulary/terms/2-mil-black-pallet-cover/,5,1,1,PC547 PC546 PC548 PC124 PC545
2 mil cover,2 Mil Cover,https://packrift.github.io/packaging-vocabulary/terms/2-mil-cover/,5,1,1,PC547 PC546 PC548 PC124 PC545
2 mil pink anti static storage bags,2 Mil Pink Anti Static Storage Bags,https://packrift.github.io/packaging-vocabulary/terms/2-mil-pink-anti-static-storage-bags/,5,1,1,PBAS2510 PBAS2515 PBAS720 PBAS725 PBAS730
2 mil plastic tubing,2 Mil Plastic Tubing,https://packrift.github.io/packaging-vocabulary/terms/2-mil-plastic-tubing/,5,1,1,PT0602 PT02512 PZT0502 PTAS1002 PTAS1802
2 mil poly tubing,2 Mil Poly Tubing,https://packrift.github.io/packaging-vocabulary/terms/2-mil-poly-tubing/,5,1,1,PT0602 PT02512 PZT0502 PTAS1002 PTAS1802
2 mil tape,2 Mil Tape,https://packrift.github.io/packaging-vocabulary/terms/2-mil-tape/,5,1,1,T901400 T902400 T905400 T902400T T902200CC
2 mil tubing,2 Mil Tubing,https://packrift.github.io/packaging-vocabulary/terms/2-mil-tubing/,5,1,1,PT0602 PT02512 PZT0502 PTAS1002 PTAS1802
2 part carbonless,2 Part Carbonless,https://packrift.github.io/packaging-vocabulary/terms/2-part-carbonless/,5,1,1,G19061 G19031 G19071 G19033 G19053
2 x 18,2 X 18,https://packrift.github.io/packaging-vocabulary/terms/2-x-18/,5,1,1,P2018K P2018KRP6 P2018R P2018GO P2018G
2 x 18 mailing tube,2 X 18 Mailing Tube,https://packrift.github.io/packaging-vocabulary/terms/2-x-18-mailing-tube/,5,1,1,P2018K P2018KRP6 P2018R P2018GO P2018G
2 x 18 shipping tube,2 X 18 Shipping Tube,https://packrift.github.io/packaging-vocabulary/terms/2-x-18-shipping-tube/,5,1,1,P2018K P2018KRP6 P2018R P2018GO P2018G
2 x 18 tube,2 X 18 Tube,https://packrift.github.io/packaging-vocabulary/terms/2-x-18-tube/,5,1,1,P2018K P2018KRP6 P2018R P2018GO P2018G
2.0 mil tape,2.0 Mil Tape,https://packrift.github.io/packaging-vocabulary/terms/2-0-mil-tape/,5,1,1,T901400 T902400 T905400 T902400T T902200CC
24 x 12 x 10 file storage box,24 X 12 X 10 File Storage Box,https://packrift.github.io/packaging-vocabulary/terms/24-x-12-x-10-file-storage-box/,5,1,1,FSB350 FSB440 FSB240 FSB700 FSB500
24 x 15 x 10,24 X 15 X 10,https://packrift.github.io/packaging-vocabulary/terms/24-x-15-x-10/,5,1,1,241510 FSB370 FSB280 FSB480 FSB720
24 x 18 x 18 cardboard box,24 X 18 X 18 Cardboard Box,https://packrift.github.io/packaging-vocabulary/terms/24-x-18-x-18-cardboard-box/,5,1,1,241818 MD241818 HD241818 HD241818DW HD241818DWHH
24 x 18 x 18 corrugated box,24 X 18 X 18 Corrugated Box,https://packrift.github.io/packaging-vocabulary/terms/24-x-18-x-18-corrugated-box/,5,1,1,241818 MD241818 HD241818 HD241818DW HD241818DWHH
24 x 18 x 18 shipping box,24 X 18 X 18 Shipping Box,https://packrift.github.io/packaging-vocabulary/terms/24-x-18-x-18-shipping-box/,5,1,1,241818 MD241818 HD241818 HD241818DW HD241818DWHH
3 x 18,3 X 18,https://packrift.github.io/packaging-vocabulary/terms/3-x-18/,5,1,1,P3018K P3018W P3018R P3018BL P3018G
3 x 18 mailing tube,3 X 18 Mailing Tube,https://packrift.github.io/packaging-vocabulary/terms/3-x-18-mailing-tube/,5,1,1,P3018K P3018W P3018R P3018BL P3018G
3 x 18 shipping tube,3 X 18 Shipping Tube,https://packrift.github.io/packaging-vocabulary/terms/3-x-18-shipping-tube/,5,1,1,P3018K P3018W P3018R P3018BL P3018G
3 x 18 tube,3 X 18 Tube,https://packrift.github.io/packaging-vocabulary/terms/3-x-18-tube/,5,1,1,P3018K P3018W P3018R P3018BL P3018G
3-part tags,3-part Tags,https://packrift.github.io/packaging-vocabulary/terms/3-part-tags/,5,1,1,G16141 G16161 G16173 G16033 G16183
3/4 x 60 yds,3/4 X 60 Yds,https://packrift.github.io/packaging-vocabulary/terms/3-4-x-60-yds/,5,1,1,T9342200 T9342400 T934220012PK T93423412PK T934201
4 mil plastic tubing,4 Mil Plastic Tubing,https://packrift.github.io/packaging-vocabulary/terms/4-mil-plastic-tubing/,5,1,1,PT0404 PT1404 PT1004 PT02504 PTAS0904
4 mil poly bags,4 Mil Poly Bags,https://packrift.github.io/packaging-vocabulary/terms/4-mil-poly-bags/,5,1,1,PB12004 PBDT3760 PBDT3695 PB12016 PBDT3765
4 mil poly tubing,4 Mil Poly Tubing,https://packrift.github.io/packaging-vocabulary/terms/4-mil-poly-tubing/,5,1,1,PT0404 PT1404 PT1004 PT02504 PTAS0904
4 mil reclosable bag,4 Mil Reclosable Bag,https://packrift.github.io/packaging-vocabulary/terms/4-mil-reclosable-bag/,5,2,1,PB3990 PB3996 PB4015 PB4047 PB7025
6.1 mil,6.1 Mil,https://packrift.github.io/packaging-vocabulary/terms/6-1-mil/,5,1,1,T9352600 T9372600 T935260012PK T9332600 T9382600
6.1 mil tape,6.1 Mil Tape,https://packrift.github.io/packaging-vocabulary/terms/6-1-mil-tape/,5,1,1,T9352600 T9372600 T935260012PK T9332600 T9382600
8 1/2 x 5 1/2 labels,8 1/2 X 5 1/2 Labels,https://packrift.github.io/packaging-vocabulary/terms/8-1-2-x-5-1-2-labels/,5,1,1,LL184OR LL270 LL292 LL205 LL255WR
8 x 4,8 X 4,https://packrift.github.io/packaging-vocabulary/terms/8-x-4/,5,2,1,B828 B851SSTT25PK B851SSR B851SS25PK B851SSTT
8 x 6 x 4,8 X 6 X 4,https://packrift.github.io/packaging-vocabulary/terms/8-x-6-x-4/,5,2,2,864 MD864 M864 M864K 864W
8.5 x 5.5 labels,8.5 X 5.5 Labels,https://packrift.github.io/packaging-vocabulary/terms/8-5-x-5-5-labels/,5,1,1,LL184OR LL270 LL292 LL205 LL255WR
apparel bags,Apparel Bags,https://packrift.github.io/packaging-vocabulary/terms/apparel-bags/,5,1,1,GB21454 GB21438 GB21740 GB21472 GB21772
apparel boxes,Apparel Boxes,https://packrift.github.io/packaging-vocabulary/terms/apparel-boxes/,5,1,1,AB11081K AB17112K AB241474W AB19123K AB15092K
apparel poly bags,Apparel Poly Bags,https://packrift.github.io/packaging-vocabulary/terms/apparel-poly-bags/,5,1,1,GB21454 GB21438 GB21740 GB21472 GB21772
arrow labels,Arrow Labels,https://packrift.github.io/packaging-vocabulary/terms/arrow-labels/,5,1,1,DL1500 DL1410 SCL515 SCL546 DL1480
banker s boxes,Banker S Boxes,https://packrift.github.io/packaging-vocabulary/terms/banker-s-boxes/,5,1,1,FSB640 FSB680 FSB700 FSB170 FSB720
black electrical tape,Black Electrical Tape,https://packrift.github.io/packaging-vocabulary/terms/black-electrical-tape/,5,1,1,T96403510PKW T96408810PK T96403510PKR T966130C3PK T964035B
black hook strips,Black Hook Strips,https://packrift.github.io/packaging-vocabulary/terms/black-hook-strips/,5,1,1,VEL133 VEL154 VEL137 HLT101 HLT105
black labels,Black Labels,https://packrift.github.io/packaging-vocabulary/terms/black-labels/,5,1,1,DL611F DL615F DL638F DL633F DL639F
black loop dots,Black Loop Dots,https://packrift.github.io/packaging-vocabulary/terms/black-loop-dots/,5,1,2,VEL171 HLT149 HLT153 VEL167 VEL126
blue mailers,Blue Mailers,https://packrift.github.io/packaging-vocabulary/terms/blue-mailers/,5,1,1,CPM1419BL GBM1311B GBM1317B CPM1215BL GFM1013B
blue mailing tubes,Blue Mailing Tubes,https://packrift.github.io/packaging-vocabulary/terms/blue-mailing-tubes/,5,1,1,P3012B P2006B P2009B P2012B P2036B
blue tubes,Blue Tubes,https://packrift.github.io/packaging-vocabulary/terms/blue-tubes/,5,1,1,P3012B P2006B P2009B P2012B P2036B
bluespools,Bluespools,https://packrift.github.io/packaging-vocabulary/terms/bluespools/,5,1,1,P3012B P2006B P2009B P2012B P2036B
bogus kraft paper,Bogus Kraft Paper,https://packrift.github.io/packaging-vocabulary/terms/bogus-kraft-paper/,5,1,1,KPB3630 KPB1850 KPB3050 KPB1250 KPB2430
box with hand hole,Box with Hand Hole,https://packrift.github.io/packaging-vocabulary/terms/box-with-hand-hole/,5,1,1,HD201812DWHH HD241212DWHH HD241818DWHH HD181212DWHH HD242012DWHH
bundle ties,Bundle Ties,https://packrift.github.io/packaging-vocabulary/terms/bundle-ties/,5,1,1,VEL181 VEL180 VEL131 VEL182 VEL183
butcher paper sheets,Butcher Paper Sheets,https://packrift.github.io/packaging-vocabulary/terms/butcher-paper-sheets/,5,1,1,SPS0830B BPS243040W BPS181840W BPS484840W BPS304840W
cleaners bags,Cleaners Bags,https://packrift.github.io/packaging-vocabulary/terms/cleaners-bags/,5,1,1,GB21454 GB21438 GB21740 GB21472 GB21772
clear pp bag,Clear Pp Bag,https://packrift.github.io/packaging-vocabulary/terms/clear-pp-bag/,5,1,1,PBG110 PBG100 PBG105 PBG130 PBG120
clothes boxes,Clothes Boxes,https://packrift.github.io/packaging-vocabulary/terms/clothes-boxes/,5,1,1,AB11081K AB17112K AB241474W AB19123K AB15092K
clothing bags,Clothing Bags,https://packrift.github.io/packaging-vocabulary/terms/clothing-bags/,5,1,1,GB21454 GB21438 GB21740 GB21472 GB21772
colored envelopes,Colored Envelopes,https://packrift.github.io/packaging-vocabulary/terms/colored-envelopes/,5,1,1,TYC1215Y EN1095 EN1097 EN1096 TYC1013B
colored polyethylene bags,Colored Polyethylene Bags,https://packrift.github.io/packaging-vocabulary/terms/colored-polyethylene-bags/,5,1,1,PB534BL PB572BL PB465W PB572G PB572R
colored storage bags,Colored Storage Bags,https://packrift.github.io/packaging-vocabulary/terms/colored-storage-bags/,5,1,1,PB534BL PB572BL PB465W PB572G PB572R
colored stretch film,Colored Stretch Film,https://packrift.github.io/packaging-vocabulary/terms/colored-stretch-film/,5,1,1,SF188CORANGE TNB305BLUE TNB303YELLOW TNB305WHITE TNB305YELLOW
combo pack,Combo Pack,https://packrift.github.io/packaging-vocabulary/terms/combo-pack/,5,2,2,242046WARD 202045WARD HLT183 HLT184 HLT180
contractors grade tape,Contractors Grade Tape,https://packrift.github.io/packaging-vocabulary/terms/contractors-grade-tape/,5,1,1,T9352600 T9372600 T935260012PK T9332600 T9382600
convoluted shipper,Convoluted Shipper,https://packrift.github.io/packaging-vocabulary/terms/convoluted-shipper/,5,1,1,FCSC862 FCSC24242 FCSC12122 FCSA12122 FCSC24362
cord organization,Cord Organization,https://packrift.github.io/packaging-vocabulary/terms/cord-organization/,5,1,1,VEL181 VEL180 VEL131 VEL182 VEL183
double coated crepe tape,Double Coated Crepe Tape,https://packrift.github.io/packaging-vocabulary/terms/double-coated-crepe-tape/,5,1,1,T9541003PK T9551003PK T9554103PK T954100 T953100
double coated masking tape,Double Coated Masking Tape,https://packrift.github.io/packaging-vocabulary/terms/double-coated-masking-tape/,5,1,1,T9541003PK T9551003PK T9554103PK T954100 T953100
double coated paper tape,Double Coated Paper Tape,https://packrift.github.io/packaging-vocabulary/terms/double-coated-paper-tape/,5,1,1,T9541003PK T9551003PK T9554103PK T954100 T953100
double coated tape,Double Coated Tape,https://packrift.github.io/packaging-vocabulary/terms/double-coated-tape/,5,1,1,T9541003PK T9551003PK T9554103PK T954100 T953100
double sided crepe tape,Double Sided Crepe Tape,https://packrift.github.io/packaging-vocabulary/terms/double-sided-crepe-tape/,5,1,1,T9541003PK T9551003PK T9554103PK T954100 T953100
double sided masking,Double Sided Masking,https://packrift.github.io/packaging-vocabulary/terms/double-sided-masking/,5,1,1,T9541003PK T9551003PK T9554103PK T954100 T953100
double sided masking tape,Double Sided Masking Tape,https://packrift.github.io/packaging-vocabulary/terms/double-sided-masking-tape/,5,1,1,T9541003PK T9551003PK T9554103PK T954100 T953100
double sided paper tape,Double Sided Paper Tape,https://packrift.github.io/packaging-vocabulary/terms/double-sided-paper-tape/,5,1,1,T9541003PK T9551003PK T9554103PK T954100 T953100
double wall hand hole box,Double Wall Hand Hole Box,https://packrift.github.io/packaging-vocabulary/terms/double-wall-hand-hole-box/,5,1,1,HD201812DWHH HD241212DWHH HD241818DWHH HD181212DWHH HD242012DWHH
dress bags,Dress Bags,https://packrift.github.io/packaging-vocabulary/terms/dress-bags/,5,1,1,GB21454 GB21438 GB21740 GB21472 GB21772
dress cover,Dress Cover,https://packrift.github.io/packaging-vocabulary/terms/dress-cover/,5,1,1,GB21454 GB21438 GB21740 GB21472 GB21772
dry cleaner bags,Dry Cleaner Bags,https://packrift.github.io/packaging-vocabulary/terms/dry-cleaner-bags/,5,1,1,GB21454 GB21438 GB21740 GB21472 GB21772
dry cleaners bags,Dry Cleaners Bags,https://packrift.github.io/packaging-vocabulary/terms/dry-cleaners-bags/,5,1,1,GB21454 GB21438 GB21740 GB21472 GB21772
dvd mailers,Dvd Mailers,https://packrift.github.io/packaging-vocabulary/terms/dvd-mailers/,5,1,1,MLRDVD MLRDVD6 MLRDVD10 MDMI1 DLM1182
dvd shipping protection,Dvd Shipping Protection,https://packrift.github.io/packaging-vocabulary/terms/dvd-shipping-protection/,5,1,1,MLRDVD MLRDVD6 MLRDVD10 MDMI1 DLM1182
electrical splicing tape,Electrical Splicing Tape,https://packrift.github.io/packaging-vocabulary/terms/electrical-splicing-tape/,5,1,1,T96403510PKW T96408810PK T96403510PKR T966130C3PK T964035B
expandable side pp bag,Expandable Side Pp Bag,https://packrift.github.io/packaging-vocabulary/terms/expandable-side-pp-bag/,5,1,1,PBG110 PBG100 PBG105 PBG130 PBG120
fasteners,Fasteners,https://packrift.github.io/packaging-vocabulary/terms/fasteners/,5,1,2,GD119 GD101R DK3M1101PK DK3M160 DK3M127
foam dispensers,Foam Dispensers,https://packrift.github.io/packaging-vocabulary/terms/foam-dispensers/,5,1,1,FD1824 FD11624 FD1424 FD1412 FD1824AS
foam protection,Foam Protection,https://packrift.github.io/packaging-vocabulary/terms/foam-protection/,5,1,1,FCSC862 FCSC24242 FCSC12122 FCSA12122 FCSC24362
foam square,Foam Square,https://packrift.github.io/packaging-vocabulary/terms/foam-square/,5,1,1,T95219 T95213 T95212 T95211 T95226
foam square tape,Foam Square Tape,https://packrift.github.io/packaging-vocabulary/terms/foam-square-tape/,5,1,1,T95219 T95213 T95212 T95211 T95226
foam squares,Foam Squares,https://packrift.github.io/packaging-vocabulary/terms/foam-squares/,5,1,1,T95219 T95213 T95212 T95211 T95226
fol box,Fol Box,https://packrift.github.io/packaging-vocabulary/terms/fol-box/,5,1,1,8452FOL 14452FOL 14442FOL 8446FOL 13330FOL
full overlap box,Full Overlap Box,https://packrift.github.io/packaging-vocabulary/terms/full-overlap-box/,5,1,1,8452FOL 14452FOL 14442FOL 8446FOL 13330FOL
garment bags,Garment Bags,https://packrift.github.io/packaging-vocabulary/terms/garment-bags/,5,1,1,GB21454 GB21438 GB21740 GB21472 GB21772
green tape,Green Tape,https://packrift.github.io/packaging-vocabulary/terms/green-tape/,5,1,1,T90222G T93300312PKA T933003A T931003E T931003A
grocery bags,Grocery Bags,https://packrift.github.io/packaging-vocabulary/terms/grocery-bags/,5,1,1,BGFH101D BGG105K BGG105W BGG111K BGFH102UP
gummed envelopes,Gummed Envelopes,https://packrift.github.io/packaging-vocabulary/terms/gummed-envelopes/,5,1,1,EN1022 EN1026 EN1029 EN1020 EN1030
gusseted bags,Gusseted Bags,https://packrift.github.io/packaging-vocabulary/terms/gusseted-bags/,5,2,2,PBAS2510 PBAS2515 BGM107K BGM112K BGM108K
gusseted polypropylene bags,Gusseted Polypropylene Bags,https://packrift.github.io/packaging-vocabulary/terms/gusseted-polypropylene-bags/,5,1,1,PBG110 PBG100 PBG105 PBG130 PBG120
gusseted pp bags,Gusseted Pp Bags,https://packrift.github.io/packaging-vocabulary/terms/gusseted-pp-bags/,5,1,1,PBG110 PBG100 PBG105 PBG130 PBG120
hand,Hand,https://packrift.github.io/packaging-vocabulary/terms/hand/,5,1,1,HD201812DWHH HD241212DWHH HD241818DWHH HD181212DWHH HD242012DWHH
hand grade strapping,Hand Grade Strapping,https://packrift.github.io/packaging-vocabulary/terms/hand-grade-strapping/,5,1,1,PS1217 PS5820 PSH240 PS1219 PSH290
hand hole,Hand Hole,https://packrift.github.io/packaging-vocabulary/terms/hand-hole/,5,1,1,HD201812DWHH HD241212DWHH HD241818DWHH HD181212DWHH HD242012DWHH
hand hole box,Hand Hole Box,https://packrift.github.io/packaging-vocabulary/terms/hand-hole-box/,5,1,1,HD201812DWHH HD241212DWHH HD241818DWHH HD181212DWHH HD242012DWHH
hard mailers,Hard Mailers,https://packrift.github.io/packaging-vocabulary/terms/hard-mailers/,5,1,1,RM5W RM6W RM1W RM3W RM2W
hd hand hole,Hd Hand Hole,https://packrift.github.io/packaging-vocabulary/terms/hd-hand-hole/,5,1,1,HD201812DWHH HD241212DWHH HD241818DWHH HD181212DWHH HD242012DWHH
heat seal bubble mailers,Heat Seal Bubble Mailers,https://packrift.github.io/packaging-vocabulary/terms/heat-seal-bubble-mailers/,5,1,1,B85325PK B854 B859 B856 B860
heat-sealing mailing bags,Heat-sealing Mailing Bags,https://packrift.github.io/packaging-vocabulary/terms/heat-sealing-mailing-bags/,5,1,1,B85325PK B854 B859 B856 B860
heavy closing flat packs,Heavy Closing Flat Packs,https://packrift.github.io/packaging-vocabulary/terms/heavy-closing-flat-packs/,5,1,1,RM5W RM6W RM1W RM3W RM2W
heavy duty adjustable carton,Heavy Duty Adjustable Carton,https://packrift.github.io/packaging-vocabulary/terms/heavy-duty-adjustable-carton/,5,1,1,MDHD202020 MDHD262020 MDHD302020 MDHD322424 MDHD302424
heavy duty hand hole,Heavy Duty Hand Hole,https://packrift.github.io/packaging-vocabulary/terms/heavy-duty-hand-hole/,5,1,1,HD201812DWHH HD241212DWHH HD241818DWHH HD181212DWHH HD242012DWHH
heavy duty multi depth,Heavy Duty Multi Depth,https://packrift.github.io/packaging-vocabulary/terms/heavy-duty-multi-depth/,5,1,1,MDHD202020 MDHD262020 MDHD302020 MDHD322424 MDHD302424
heavy duty stretch film,Heavy Duty Stretch Film,https://packrift.github.io/packaging-vocabulary/terms/heavy-duty-stretch-film/,5,1,1,TNB503 SF121CAST SF210 MSF2080ORG MSF2080RED
heavy duty stretch wrap,Heavy Duty Stretch Wrap,https://packrift.github.io/packaging-vocabulary/terms/heavy-duty-stretch-wrap/,5,1,1,TNB503 SF121CAST SF210 MSF2080ORG MSF2080RED
kraft heat seal bubble mailers,Kraft Heat Seal Bubble Mailers,https://packrift.github.io/packaging-vocabulary/terms/kraft-heat-seal-bubble-mailers/,5,1,1,B85325PK B854 B859 B856 B860
kraft heat seal padded air,Kraft Heat Seal Padded Air,https://packrift.github.io/packaging-vocabulary/terms/kraft-heat-seal-padded-air/,5,1,1,B85325PK B854 B859 B856 B860
kraft merchandise bags,Kraft Merchandise Bags,https://packrift.github.io/packaging-vocabulary/terms/kraft-merchandise-bags/,5,1,1,BGM107K BGM112K BGM108K BGM108W BGM110W
kraft paper tape,Kraft Paper Tape,https://packrift.github.io/packaging-vocabulary/terms/kraft-paper-tape/,5,1,1,T9475300 T9485300 T94853006PK T94653006PK T94953006PK
long fol,Long Fol,https://packrift.github.io/packaging-vocabulary/terms/long-fol/,5,1,1,8452FOL 14452FOL 14442FOL 8446FOL 13330FOL
long full overlap,Long Full Overlap,https://packrift.github.io/packaging-vocabulary/terms/long-full-overlap/,5,1,1,8452FOL 14452FOL 14442FOL 8446FOL 13330FOL
